artist,track,Week,Ranking
Counting Crows,Hanginaround,32,101
Counting Crows,Hanginaround,33,101
Counting Crows,Hanginaround,34,101
Counting Crows,Hanginaround,35,101
Counting Crows,Hanginaround,36,101
Counting Crows,Hanginaround,37,101
Counting Crows,Hanginaround,38,101
Counting Crows,Hanginaround,39,101
Counting Crows,Hanginaround,40,101
Counting Crows,Hanginaround,41,101
Counting Crows,Hanginaround,42,101
Counting Crows,Hanginaround,43,101
Counting Crows,Hanginaround,44,101
Counting Crows,Hanginaround,45,101
Counting Crows,Hanginaround,46,101
Counting Crows,Hanginaround,47,101
Counting Crows,Hanginaround,48,101
Counting Crows,Hanginaround,49,101
Counting Crows,Hanginaround,50,101
Counting Crows,Hanginaround,51,101
Counting Crows,Hanginaround,52,101
Counting Crows,Hanginaround,53,101
Counting Crows,Hanginaround,54,101
Counting Crows,Hanginaround,55,101
Counting Crows,Hanginaround,56,101
Counting Crows,Hanginaround,57,101
Counting Crows,Hanginaround,58,101
Counting Crows,Hanginaround,59,101
Counting Crows,Hanginaround,60,101
Counting Crows,Hanginaround,61,101
Counting Crows,Hanginaround,62,101
Counting Crows,Hanginaround,63,101
Counting Crows,Hanginaround,64,101
Counting Crows,Hanginaround,65,101
Counting Crows,Hanginaround,66,101
Counting Crows,Hanginaround,67,101
Counting Crows,Hanginaround,68,101
Counting Crows,Hanginaround,69,101
Counting Crows,Hanginaround,70,101
Counting Crows,Hanginaround,71,101
Counting Crows,Hanginaround,72,101
Counting Crows,Hanginaround,73,101
Counting Crows,Hanginaround,74,101
Counting Crows,Hanginaround,75,101
Counting Crows,Hanginaround,76,101
Creed,Higher,1,81
Creed,Higher,2,77
Creed,Higher,3,73
Creed,Higher,4,63
Creed,Higher,5,61
Creed,Higher,6,58
Creed,Higher,7,56
Creed,Higher,8,52
Creed,Higher,9,56
Creed,Higher,10,57
Creed,Higher,11,57
Creed,Higher,12,57
Creed,Higher,13,57
Creed,Higher,14,57
Creed,Higher,15,60
Creed,Higher,16,61
Creed,Higher,17,61
Creed,Higher,18,57
Creed,Higher,19,60
Creed,Higher,20,61
Creed,Higher,21,101
Creed,Higher,22,101
Creed,Higher,23,101
Creed,Higher,24,101
Creed,Higher,25,101
Creed,Higher,26,101
Creed,Higher,27,101
Creed,Higher,28,101
Creed,Higher,29,43
Creed,Higher,30,41
Creed,Higher,31,34
Creed,Higher,32,28
Creed,Higher,33,25
Creed,Higher,34,23
Creed,Higher,35,22
Creed,Higher,36,16
Creed,Higher,37,16
Creed,Higher,38,18
Creed,Higher,39,14
Creed,Higher,40,13
Creed,Higher,41,13
Creed,Higher,42,11
Creed,Higher,43,11
Creed,Higher,44,9
Creed,Higher,45,9
Creed,Higher,46,7
Creed,Higher,47,7
Creed,Higher,48,9
Creed,Higher,49,9
Creed,Higher,50,12
Creed,Higher,51,14
Creed,Higher,52,16
Creed,Higher,53,17
Creed,Higher,54,17
Creed,Higher,55,21
Creed,Higher,56,26
Creed,Higher,57,29
Creed,Higher,58,32
Creed,Higher,59,39
Creed,Higher,60,39
Creed,Higher,61,43
Creed,Higher,62,47
Creed,Higher,63,50
Creed,Higher,64,50
Creed,Higher,65,49
Creed,Higher,66,101
Creed,Higher,67,101
Creed,Higher,68,101
Creed,Higher,69,101
Creed,Higher,70,101
Creed,Higher,71,101
Creed,Higher,72,101
Creed,Higher,73,101
Creed,Higher,74,101
Creed,Higher,75,101
Creed,Higher,76,101
Creed,With Arms Wide Open,1,84
Creed,With Arms Wide Open,2,78
Creed,With Arms Wide Open,3,76
Creed,With Arms Wide Open,4,74
Creed,With Arms Wide Open,5,70
Creed,With Arms Wide Open,6,68
Creed,With Arms Wide Open,7,74
Creed,With Arms Wide Open,8,75
Creed,With Arms Wide Open,9,69
Creed,With Arms Wide Open,10,74
Creed,With Arms Wide Open,11,70
Creed,With Arms Wide Open,12,79
Creed,With Arms Wide Open,13,84
Creed,With Arms Wide Open,14,86
Creed,With Arms Wide Open,15,76
Creed,With Arms Wide Open,16,62
Creed,With Arms Wide Open,17,45
Creed,With Arms Wide Open,18,29
Creed,With Arms Wide Open,19,19
Creed,With Arms Wide Open,20,11
Creed,With Arms Wide Open,21,10
Creed,With Arms Wide Open,22,7
Creed,With Arms Wide Open,23,5
Creed,With Arms Wide Open,24,3
Creed,With Arms Wide Open,25,3
Creed,With Arms Wide Open,26,3
Creed,With Arms Wide Open,27,1
Creed,With Arms Wide Open,28,2
Creed,With Arms Wide Open,29,2
Creed,With Arms Wide Open,30,3
Creed,With Arms Wide Open,31,3
Creed,With Arms Wide Open,32,3
Creed,With Arms Wide Open,33,4
Creed,With Arms Wide Open,34,5
Creed,With Arms Wide Open,35,5
Creed,With Arms Wide Open,36,5
Creed,With Arms Wide Open,37,5
Creed,With Arms Wide Open,38,9
Creed,With Arms Wide Open,39,12
Creed,With Arms Wide Open,40,13
Creed,With Arms Wide Open,41,13
Creed,With Arms Wide Open,42,17
Creed,With Arms Wide Open,43,22
Creed,With Arms Wide Open,44,26
Creed,With Arms Wide Open,45,28
Creed,With Arms Wide Open,46,37
Creed,With Arms Wide Open,47,41
Creed,With Arms Wide Open,48,101
Creed,With Arms Wide Open,49,101
Creed,With Arms Wide Open,50,101
Creed,With Arms Wide Open,51,101
Creed,With Arms Wide Open,52,101
Creed,With Arms Wide Open,53,101
Creed,With Arms Wide Open,54,101
Creed,With Arms Wide Open,55,101
Creed,With Arms Wide Open,56,101
Creed,With Arms Wide Open,57,101
Creed,With Arms Wide Open,58,101
Creed,With Arms Wide Open,59,101
Creed,With Arms Wide Open,60,101
Creed,With Arms Wide Open,61,101
Creed,With Arms Wide Open,62,101
Creed,With Arms Wide Open,63,101
Creed,With Arms Wide Open,64,101
Creed,With Arms Wide Open,65,101
Creed,With Arms Wide Open,66,101
Creed,With Arms Wide Open,67,101
Creed,With Arms Wide Open,68,101
Creed,With Arms Wide Open,69,101
Creed,With Arms Wide Open,70,101
Creed,With Arms Wide Open,71,101
Creed,With Arms Wide Open,72,101
Creed,With Arms Wide Open,73,101
Creed,With Arms Wide Open,74,101
Creed,With Arms Wide Open,75,101
Creed,With Arms Wide Open,76,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,1,97
"Cyrus, Billy Ray",You Won't Be Lonely Now,2,97
"Cyrus, Billy Ray",You Won't Be Lonely Now,3,97
"Cyrus, Billy Ray",You Won't Be Lonely Now,4,92
"Cyrus, Billy Ray",You Won't Be Lonely Now,5,91
"Cyrus, Billy Ray",You Won't Be Lonely Now,6,88
"Cyrus, Billy Ray",You Won't Be Lonely Now,7,85
"Cyrus, Billy Ray",You Won't Be Lonely Now,8,80
"Cyrus, Billy Ray",You Won't Be Lonely Now,9,82
"Cyrus, Billy Ray",You Won't Be Lonely Now,10,80
"Cyrus, Billy Ray",You Won't Be Lonely Now,11,80
"Cyrus, Billy Ray",You Won't Be Lonely Now,12,89
"Cyrus, Billy Ray",You Won't Be Lonely Now,13,95
"Cyrus, Billy Ray",You Won't Be Lonely Now,14,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,15,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,16,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,17,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,18,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,19,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,20,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,21,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,22,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,23,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,24,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,25,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,26,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,27,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,28,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,29,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,30,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,31,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,32,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,33,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,34,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,35,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,36,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,37,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,38,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,39,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,40,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,41,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,42,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,43,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,44,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,45,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,46,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,47,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,48,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,49,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,50,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,51,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,52,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,53,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,54,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,55,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,56,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,57,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,58,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,59,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,60,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,61,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,62,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,63,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,64,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,65,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,66,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,67,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,68,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,69,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,70,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,71,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,72,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,73,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,74,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,75,101
"Cyrus, Billy Ray",You Won't Be Lonely Now,76,101
D'Angelo,Left & Right,1,93
D'Angelo,Left & Right,2,77
D'Angelo,Left & Right,3,75
D'Angelo,Left & Right,4,70
D'Angelo,Left & Right,5,91
D'Angelo,Left & Right,6,101
D'Angelo,Left & Right,7,101
D'Angelo,Left & Right,8,101
D'Angelo,Left & Right,9,101
D'Angelo,Left & Right,10,101
D'Angelo,Left & Right,11,101
D'Angelo,Left & Right,12,101
D'Angelo,Left & Right,13,101
D'Angelo,Left & Right,14,101
D'Angelo,Left & Right,15,101
D'Angelo,Left & Right,16,101
D'Angelo,Left & Right,17,101
D'Angelo,Left & Right,18,101
D'Angelo,Left & Right,19,101
D'Angelo,Left & Right,20,101
D'Angelo,Left & Right,21,101
D'Angelo,Left & Right,22,101
D'Angelo,Left & Right,23,101
D'Angelo,Left & Right,24,101
D'Angelo,Left & Right,25,101
D'Angelo,Left & Right,26,101
D'Angelo,Left & Right,27,101
D'Angelo,Left & Right,28,101
D'Angelo,Left & Right,29,101
D'Angelo,Left & Right,30,101
D'Angelo,Left & Right,31,101
D'Angelo,Left & Right,32,101
D'Angelo,Left & Right,33,101
D'Angelo,Left & Right,34,101
D'Angelo,Left & Right,35,101
D'Angelo,Left & Right,36,101
D'Angelo,Left & Right,37,101
D'Angelo,Left & Right,38,101
D'Angelo,Left & Right,39,101
D'Angelo,Left & Right,40,101
D'Angelo,Left & Right,41,101
D'Angelo,Left & Right,42,101
D'Angelo,Left & Right,43,101
D'Angelo,Left & Right,44,101
D'Angelo,Left & Right,45,101
D'Angelo,Left & Right,46,101
D'Angelo,Left & Right,47,101
D'Angelo,Left & Right,48,101
D'Angelo,Left & Right,49,101
D'Angelo,Left & Right,50,101
D'Angelo,Left & Right,51,101
D'Angelo,Left & Right,52,101
D'Angelo,Left & Right,53,101
D'Angelo,Left & Right,54,101
D'Angelo,Left & Right,55,101
D'Angelo,Left & Right,56,101
D'Angelo,Left & Right,57,101
D'Angelo,Left & Right,58,101
D'Angelo,Left & Right,59,101
D'Angelo,Left & Right,60,101
D'Angelo,Left & Right,61,101
D'Angelo,Left & Right,62,101
D'Angelo,Left & Right,63,101
D'Angelo,Left & Right,64,101
D'Angelo,Left & Right,65,101
D'Angelo,Left & Right,66,101
D'Angelo,Left & Right,67,101
D'Angelo,Left & Right,68,101
D'Angelo,Left & Right,69,101
D'Angelo,Left & Right,70,101
D'Angelo,Left & Right,71,101
D'Angelo,Left & Right,72,101
D'Angelo,Left & Right,73,101
D'Angelo,Left & Right,74,101
D'Angelo,Left & Right,75,101
D'Angelo,Left & Right,76,101
D'Angelo,Untitled (How Does It Feel),1,77
D'Angelo,Untitled (How Does It Feel),2,56
D'Angelo,Untitled (How Does It Feel),3,35
D'Angelo,Untitled (How Does It Feel),4,26
D'Angelo,Untitled (How Does It Feel),5,25
D'Angelo,Untitled (How Does It Feel),6,25
D'Angelo,Untitled (How Does It Feel),7,28
D'Angelo,Untitled (How Does It Feel),8,28
D'Angelo,Untitled (How Does It Feel),9,31
D'Angelo,Untitled (How Does It Feel),10,35
D'Angelo,Untitled (How Does It Feel),11,39
D'Angelo,Untitled (How Does It Feel),12,44
D'Angelo,Untitled (How Does It Feel),13,51
D'Angelo,Untitled (How Does It Feel),14,60
D'Angelo,Untitled (How Does It Feel),15,73
D'Angelo,Untitled (How Does It Feel),16,79
D'Angelo,Untitled (How Does It Feel),17,94
D'Angelo,Untitled (How Does It Feel),18,101
D'Angelo,Untitled (How Does It Feel),19,101
D'Angelo,Untitled (How Does It Feel),20,101
D'Angelo,Untitled (How Does It Feel),21,101
D'Angelo,Untitled (How Does It Feel),22,101
D'Angelo,Untitled (How Does It Feel),23,101
D'Angelo,Untitled (How Does It Feel),24,101
D'Angelo,Untitled (How Does It Feel),25,101
D'Angelo,Untitled (How Does It Feel),26,101
D'Angelo,Untitled (How Does It Feel),27,101
D'Angelo,Untitled (How Does It Feel),28,101
D'Angelo,Untitled (How Does It Feel),29,101
D'Angelo,Untitled (How Does It Feel),30,101
D'Angelo,Untitled (How Does It Feel),31,101
D'Angelo,Untitled (How Does It Feel),32,101
D'Angelo,Untitled (How Does It Feel),33,101
D'Angelo,Untitled (How Does It Feel),34,101
D'Angelo,Untitled (How Does It Feel),35,101
D'Angelo,Untitled (How Does It Feel),36,101
D'Angelo,Untitled (How Does It Feel),37,101
D'Angelo,Untitled (How Does It Feel),38,101
D'Angelo,Untitled (How Does It Feel),39,101
D'Angelo,Untitled (How Does It Feel),40,101
D'Angelo,Untitled (How Does It Feel),41,101
D'Angelo,Untitled (How Does It Feel),42,101
D'Angelo,Untitled (How Does It Feel),43,101
D'Angelo,Untitled (How Does It Feel),44,101
D'Angelo,Untitled (How Does It Feel),45,101
D'Angelo,Untitled (How Does It Feel),46,101
D'Angelo,Untitled (How Does It Feel),47,101
D'Angelo,Untitled (How Does It Feel),48,101
D'Angelo,Untitled (How Does It Feel),49,101
D'Angelo,Untitled (How Does It Feel),50,101
D'Angelo,Untitled (How Does It Feel),51,101
D'Angelo,Untitled (How Does It Feel),52,101
D'Angelo,Untitled (How Does It Feel),53,101
D'Angelo,Untitled (How Does It Feel),54,101
D'Angelo,Untitled (How Does It Feel),55,101
D'Angelo,Untitled (How Does It Feel),56,101
D'Angelo,Untitled (How Does It Feel),57,101
D'Angelo,Untitled (How Does It Feel),58,101
D'Angelo,Untitled (How Does It Feel),59,101
D'Angelo,Untitled (How Does It Feel),60,101
D'Angelo,Untitled (How Does It Feel),61,101
D'Angelo,Untitled (How Does It Feel),62,101
D'Angelo,Untitled (How Does It Feel),63,101
D'Angelo,Untitled (How Does It Feel),64,101
D'Angelo,Untitled (How Does It Feel),65,101
D'Angelo,Untitled (How Does It Feel),66,101
D'Angelo,Untitled (How Does It Feel),67,101
D'Angelo,Untitled (How Does It Feel),68,101
D'Angelo,Untitled (How Does It Feel),69,101
D'Angelo,Untitled (How Does It Feel),70,101
D'Angelo,Untitled (How Does It Feel),71,101
D'Angelo,Untitled (How Does It Feel),72,101
D'Angelo,Untitled (How Does It Feel),73,101
D'Angelo,Untitled (How Does It Feel),74,101
D'Angelo,Untitled (How Does It Feel),75,101
D'Angelo,Untitled (How Does It Feel),76,101
DMX,Party Up (Up In Here),1,88
DMX,Party Up (Up In Here),2,74
DMX,Party Up (Up In Here),3,62
DMX,Party Up (Up In Here),4,56
DMX,Party Up (Up In Here),5,49
DMX,Party Up (Up In Here),6,44
DMX,Party Up (Up In Here),7,38
DMX,Party Up (Up In Here),8,32
DMX,Party Up (Up In Here),9,27
DMX,Party Up (Up In Here),10,27
DMX,Party Up (Up In Here),11,27
DMX,Party Up (Up In Here),12,27
DMX,Party Up (Up In Here),13,27
DMX,Party Up (Up In Here),14,28
DMX,Party Up (Up In Here),15,28
DMX,Party Up (Up In Here),16,33
DMX,Party Up (Up In Here),17,35
DMX,Party Up (Up In Here),18,42
DMX,Party Up (Up In Here),19,44
DMX,Party Up (Up In Here),20,46
DMX,Party Up (Up In Here),21,43
DMX,Party Up (Up In Here),22,101
DMX,Party Up (Up In Here),23,101
DMX,Party Up (Up In Here),24,101
DMX,Party Up (Up In Here),25,101
DMX,Party Up (Up In Here),26,101
DMX,Party Up (Up In Here),27,101
DMX,Party Up (Up In Here),28,101
DMX,Party Up (Up In Here),29,101
DMX,Party Up (Up In Here),30,101
DMX,Party Up (Up In Here),31,101
DMX,Party Up (Up In Here),32,101
DMX,Party Up (Up In Here),33,101
DMX,Party Up (Up In Here),34,101
DMX,Party Up (Up In Here),35,101
DMX,Party Up (Up In Here),36,101
DMX,Party Up (Up In Here),37,101
DMX,Party Up (Up In Here),38,101
DMX,Party Up (Up In Here),39,101
DMX,Party Up (Up In Here),40,101
DMX,Party Up (Up In Here),41,101
DMX,Party Up (Up In Here),42,101
DMX,Party Up (Up In Here),43,101
DMX,Party Up (Up In Here),44,101
DMX,Party Up (Up In Here),45,101
DMX,Party Up (Up In Here),46,101
DMX,Party Up (Up In Here),47,101
DMX,Party Up (Up In Here),48,101
DMX,Party Up (Up In Here),49,101
DMX,Party Up (Up In Here),50,101
DMX,Party Up (Up In Here),51,101
DMX,Party Up (Up In Here),52,101
DMX,Party Up (Up In Here),53,101
DMX,Party Up (Up In Here),54,101
DMX,Party Up (Up In Here),55,101
DMX,Party Up (Up In Here),56,101
DMX,Party Up (Up In Here),57,101
DMX,Party Up (Up In Here),58,101
DMX,Party Up (Up In Here),59,101
DMX,Party Up (Up In Here),60,101
DMX,Party Up (Up In Here),61,101
DMX,Party Up (Up In Here),62,101
DMX,Party Up (Up In Here),63,101
DMX,Party Up (Up In Here),64,101
DMX,Party Up (Up In Here),65,101
DMX,Party Up (Up In Here),66,101
DMX,Party Up (Up In Here),67,101
DMX,Party Up (Up In Here),68,101
DMX,Party Up (Up In Here),69,101
DMX,Party Up (Up In Here),70,101
DMX,Party Up (Up In Here),71,101
DMX,Party Up (Up In Here),72,101
DMX,Party Up (Up In Here),73,101
DMX,Party Up (Up In Here),74,101
DMX,Party Up (Up In Here),75,101
DMX,Party Up (Up In Here),76,101
DMX,What You Want,1,98
DMX,What You Want,2,95
DMX,What You Want,3,95
DMX,What You Want,4,87
DMX,What You Want,5,86
DMX,What You Want,6,79
DMX,What You Want,7,62
DMX,What You Want,8,60
DMX,What You Want,9,58
DMX,What You Want,10,57
DMX,What You Want,11,52
DMX,What You Want,12,55
DMX,What You Want,13,49
DMX,What You Want,14,57
DMX,What You Want,15,62
DMX,What You Want,16,65
DMX,What You Want,17,87
DMX,What You Want,18,89
DMX,What You Want,19,99
DMX,What You Want,20,100
DMX,What You Want,21,101
DMX,What You Want,22,101
DMX,What You Want,23,101
DMX,What You Want,24,101
DMX,What You Want,25,101
DMX,What You Want,26,101
DMX,What You Want,27,101
DMX,What You Want,28,101
DMX,What You Want,29,101
DMX,What You Want,30,101
DMX,What You Want,31,101
DMX,What You Want,32,101
DMX,What You Want,33,101
DMX,What You Want,34,101
DMX,What You Want,35,101
DMX,What You Want,36,101
DMX,What You Want,37,101
DMX,What You Want,38,101
DMX,What You Want,39,101
DMX,What You Want,40,101
DMX,What You Want,41,101
DMX,What You Want,42,101
DMX,What You Want,43,101
DMX,What You Want,44,101
DMX,What You Want,45,101
DMX,What You Want,46,101
DMX,What You Want,47,101
DMX,What You Want,48,101
DMX,What You Want,49,101
DMX,What You Want,50,101
DMX,What You Want,51,101
DMX,What You Want,52,101
DMX,What You Want,53,101
DMX,What You Want,54,101
DMX,What You Want,55,101
DMX,What You Want,56,101
DMX,What You Want,57,101
DMX,What You Want,58,101
DMX,What You Want,59,101
DMX,What You Want,60,101
DMX,What You Want,61,101
DMX,What You Want,62,101
DMX,What You Want,63,101
DMX,What You Want,64,101
DMX,What You Want,65,101
DMX,What You Want,66,101
DMX,What You Want,67,101
DMX,What You Want,68,101
DMX,What You Want,69,101
DMX,What You Want,70,101
DMX,What You Want,71,101
DMX,What You Want,72,101
DMX,What You Want,73,101
DMX,What You Want,74,101
DMX,What You Want,75,101
DMX,What You Want,76,101
DMX,What's My Name,1,98
DMX,What's My Name,2,76
DMX,What's My Name,3,69
DMX,What's My Name,4,69
DMX,What's My Name,5,67
DMX,What's My Name,6,73
DMX,What's My Name,7,76
DMX,What's My Name,8,90
DMX,What's My Name,9,90
DMX,What's My Name,10,94
DMX,What's My Name,11,100
DMX,What's My Name,12,101
DMX,What's My Name,13,101
DMX,What's My Name,14,101
DMX,What's My Name,15,101
DMX,What's My Name,16,101
DMX,What's My Name,17,101
DMX,What's My Name,18,101
DMX,What's My Name,19,101
DMX,What's My Name,20,101
DMX,What's My Name,21,101
DMX,What's My Name,22,101
DMX,What's My Name,23,101
DMX,What's My Name,24,101
DMX,What's My Name,25,101
DMX,What's My Name,26,101
DMX,What's My Name,27,101
DMX,What's My Name,28,101
DMX,What's My Name,29,101
DMX,What's My Name,30,101
DMX,What's My Name,31,101
DMX,What's My Name,32,101
DMX,What's My Name,33,101
DMX,What's My Name,34,101
DMX,What's My Name,35,101
DMX,What's My Name,36,101
DMX,What's My Name,37,101
DMX,What's My Name,38,101
DMX,What's My Name,39,101
DMX,What's My Name,40,101
DMX,What's My Name,41,101
DMX,What's My Name,42,101
DMX,What's My Name,43,101
DMX,What's My Name,44,101
DMX,What's My Name,45,101
DMX,What's My Name,46,101
DMX,What's My Name,47,101
DMX,What's My Name,48,101
DMX,What's My Name,49,101
DMX,What's My Name,50,101
DMX,What's My Name,51,101
DMX,What's My Name,52,101
DMX,What's My Name,53,101
DMX,What's My Name,54,101
DMX,What's My Name,55,101
DMX,What's My Name,56,101
DMX,What's My Name,57,101
DMX,What's My Name,58,101
DMX,What's My Name,59,101
DMX,What's My Name,60,101
DMX,What's My Name,61,101
DMX,What's My Name,62,101
DMX,What's My Name,63,101
DMX,What's My Name,64,101
DMX,What's My Name,65,101
DMX,What's My Name,66,101
DMX,What's My Name,67,101
DMX,What's My Name,68,101
DMX,What's My Name,69,101
DMX,What's My Name,70,101
DMX,What's My Name,71,101
DMX,What's My Name,72,101
DMX,What's My Name,73,101
DMX,What's My Name,74,101
DMX,What's My Name,75,101
DMX,What's My Name,76,101
Da Brat,That's What I'm Looking For,1,93
Da Brat,That's What I'm Looking For,2,73
Da Brat,That's What I'm Looking For,3,60
Da Brat,That's What I'm Looking For,4,60
Da Brat,That's What I'm Looking For,5,60
Da Brat,That's What I'm Looking For,6,60
Da Brat,That's What I'm Looking For,7,63
Da Brat,That's What I'm Looking For,8,56
Da Brat,That's What I'm Looking For,9,58
Da Brat,That's What I'm Looking For,10,70
Da Brat,That's What I'm Looking For,11,71
Da Brat,That's What I'm Looking For,12,72
Da Brat,That's What I'm Looking For,13,90
Da Brat,That's What I'm Looking For,14,94
Da Brat,That's What I'm Looking For,15,94
Da Brat,That's What I'm Looking For,16,94
Da Brat,That's What I'm Looking For,17,94
Da Brat,That's What I'm Looking For,18,100
Da Brat,That's What I'm Looking For,19,101
Da Brat,That's What I'm Looking For,20,101
Da Brat,That's What I'm Looking For,21,101
Da Brat,That's What I'm Looking For,22,101
Da Brat,That's What I'm Looking For,23,101
Da Brat,That's What I'm Looking For,24,101
Da Brat,That's What I'm Looking For,25,101
Da Brat,That's What I'm Looking For,26,101
Da Brat,That's What I'm Looking For,27,101
Da Brat,That's What I'm Looking For,28,101
Da Brat,That's What I'm Looking For,29,101
Da Brat,That's What I'm Looking For,30,101
Da Brat,That's What I'm Looking For,31,101
Da Brat,That's What I'm Looking For,32,101
Da Brat,That's What I'm Looking For,33,101
Da Brat,That's What I'm Looking For,34,101
Da Brat,That's What I'm Looking For,35,101
Da Brat,That's What I'm Looking For,36,101
Da Brat,That's What I'm Looking For,37,101
Da Brat,That's What I'm Looking For,38,101
Da Brat,That's What I'm Looking For,39,101
Da Brat,That's What I'm Looking For,40,101
Da Brat,That's What I'm Looking For,41,101
Da Brat,That's What I'm Looking For,42,101
Da Brat,That's What I'm Looking For,43,101
Da Brat,That's What I'm Looking For,44,101
Da Brat,That's What I'm Looking For,45,101
Da Brat,That's What I'm Looking For,46,101
Da Brat,That's What I'm Looking For,47,101
Da Brat,That's What I'm Looking For,48,101
Da Brat,That's What I'm Looking For,49,101
Da Brat,That's What I'm Looking For,50,101
Da Brat,That's What I'm Looking For,51,101
Da Brat,That's What I'm Looking For,52,101
Da Brat,That's What I'm Looking For,53,101
Da Brat,That's What I'm Looking For,54,101
Da Brat,That's What I'm Looking For,55,101
Da Brat,That's What I'm Looking For,56,101
Da Brat,That's What I'm Looking For,57,101
Da Brat,That's What I'm Looking For,58,101
Da Brat,That's What I'm Looking For,59,101
Da Brat,That's What I'm Looking For,60,101
Da Brat,That's What I'm Looking For,61,101
Da Brat,That's What I'm Looking For,62,101
Da Brat,That's What I'm Looking For,63,101
Da Brat,That's What I'm Looking For,64,101
Da Brat,That's What I'm Looking For,65,101
Da Brat,That's What I'm Looking For,66,101
Da Brat,That's What I'm Looking For,67,101
Da Brat,That's What I'm Looking For,68,101
Da Brat,That's What I'm Looking For,69,101
Da Brat,That's What I'm Looking For,70,101
Da Brat,That's What I'm Looking For,71,101
Da Brat,That's What I'm Looking For,72,101
Da Brat,That's What I'm Looking For,73,101
Da Brat,That's What I'm Looking For,74,101
Da Brat,That's What I'm Looking For,75,101
Da Brat,That's What I'm Looking For,76,101
Da Brat,What'Chu Like,1,71
Da Brat,What'Chu Like,2,65
Da Brat,What'Chu Like,3,54
Da Brat,What'Chu Like,4,54
Da Brat,What'Chu Like,5,51
Da Brat,What'Chu Like,6,41
Da Brat,What'Chu Like,7,41
Da Brat,What'Chu Like,8,33
Da Brat,What'Chu Like,9,28
Da Brat,What'Chu Like,10,31
Da Brat,What'Chu Like,11,26
Da Brat,What'Chu Like,12,28
Da Brat,What'Chu Like,13,36
Da Brat,What'Chu Like,14,39
Da Brat,What'Chu Like,15,49
Da Brat,What'Chu Like,16,58
Da Brat,What'Chu Like,17,62
Da Brat,What'Chu Like,18,65
